point_identification;x;y;time;result_type;value;relative_to_point
IC2_-7,3;34,32;-7,3;55;Soil.Ux;12,770;IC2_-11,8
IC2_-7,3;34,32;-7,3;62;Soil.Ux;14,280;IC2_-11,8
IC2_-7,3;34,32;-7,3;69;Soil.Ux;15,780;IC2_-11,8
IC2_-7,3;34,32;-7,3;76;Soil.Ux;16,240;IC2_-11,8
IC2_-7,3;34,32;-7,3;83;Soil.Ux;16,300;IC2_-11,8
IC2_-7,3;34,32;-7,3;90;Soil.Ux;16,430;IC2_-11,8
IC2_-7,3;34,32;-7,3;97;Soil.Ux;17,000;IC2_-11,8
IC2_-7,3;34,32;-7,3;104;Soil.Ux;17,960;IC2_-11,8
IC2_-7,3;34,32;-7,3;111;Soil.Ux;18,620;IC2_-11,8
IC2_-7,3;34,32;-7,3;118;Soil.Ux;21,360;IC2_-11,8
IC2_-7,3;34,32;-7,3;125;Soil.Ux;27,120;IC2_-11,8
IC2_-7,3;34,32;-7,3;132;Soil.Ux;28,030;IC2_-11,8
IC2_-7,3;34,32;-7,3;138;Soil.Ux;28,660;IC2_-11,8
IC2_-7,3;34,32;-7,3;146;Soil.Ux;29,040;IC2_-11,8
IC2_-7,3;34,32;-7,3;153;Soil.Ux;29,370;IC2_-11,8
IC2_-7,3;34,32;-7,3;160;Soil.Ux;29,200;IC2_-11,8
IC2_-7,3;34,32;-7,3;167;Soil.Ux;29,570;IC2_-11,8
IC2_-7,3;34,32;-7,3;174;Soil.Ux;29,790;IC2_-11,8
IC2_-8,3;34,32;-8,3;20;Soil.Ux;2,220;IC2_-11,8
IC2_-8,3;34,32;-8,3;27;Soil.Ux;2,950;IC2_-11,8
IC2_-8,3;34,32;-8,3;34;Soil.Ux;4,460;IC2_-11,8
IC2_-8,3;34,32;-8,3;41;Soil.Ux;6,240;IC2_-11,8
IC2_-8,3;34,32;-8,3;48;Soil.Ux;9,400;IC2_-11,8
IC2_-8,3;34,32;-8,3;55;Soil.Ux;10,740;IC2_-11,8
IC2_-8,3;34,32;-8,3;62;Soil.Ux;11,960;IC2_-11,8
IC2_-8,3;34,32;-8,3;69;Soil.Ux;13,150;IC2_-11,8
IC2_-8,3;34,32;-8,3;76;Soil.Ux;13,530;IC2_-11,8
IC2_-8,3;34,32;-8,3;83;Soil.Ux;13,560;IC2_-11,8
IC2_-8,3;34,32;-8,3;90;Soil.Ux;13,700;IC2_-11,8
IC2_-8,3;34,32;-8,3;97;Soil.Ux;14,190;IC2_-11,8
IC2_-8,3;34,32;-8,3;104;Soil.Ux;15,080;IC2_-11,8
IC2_-8,3;34,32;-8,3;111;Soil.Ux;15,600;IC2_-11,8
IC2_-8,3;34,32;-8,3;118;Soil.Ux;17,960;IC2_-11,8
IC2_-8,3;34,32;-8,3;125;Soil.Ux;22,810;IC2_-11,8
IC2_-8,3;34,32;-8,3;132;Soil.Ux;23,520;IC2_-11,8
IC2_-8,3;34,32;-8,3;138;Soil.Ux;24,030;IC2_-11,8
IC2_-8,3;34,32;-8,3;146;Soil.Ux;24,370;IC2_-11,8
IC2_-8,3;34,32;-8,3;153;Soil.Ux;24,620;IC2_-11,8
IC2_-8,3;34,32;-8,3;160;Soil.Ux;24,450;IC2_-11,8
IC2_-8,3;34,32;-8,3;167;Soil.Ux;24,740;IC2_-11,8
IC2_-8,3;34,32;-8,3;174;Soil.Ux;24,940;IC2_-11,8
IC2_-9,3;34,32;-9,3;20;Soil.Ux;1,960;IC2_-11,8
IC2_-9,3;34,32;-9,3;27;Soil.Ux;2,630;IC2_-11,8
IC2_-9,3;34,32;-9,3;34;Soil.Ux;3,800;IC2_-11,8
IC2_-9,3;34,32;-9,3;41;Soil.Ux;5,260;IC2_-11,8
IC2_-9,3;34,32;-9,3;48;Soil.Ux;7,820;IC2_-11,8
IC2_-9,3;34,32;-9,3;55;Soil.Ux;8,900;IC2_-11,8
IC2_-9,3;34,32;-9,3;62;Soil.Ux;9,870;IC2_-11,8
IC2_-9,3;34,32;-9,3;69;Soil.Ux;10,800;IC2_-11,8
IC2_-9,3;34,32;-9,3;76;Soil.Ux;11,050;IC2_-11,8
IC2_-9,3;34,32;-9,3;83;Soil.Ux;11,020;IC2_-11,8
IC2_-9,3;34,32;-9,3;90;Soil.Ux;11,160;IC2_-11,8
IC2_-9,3;34,32;-9,3;97;Soil.Ux;11,560;IC2_-11,8
IC2_-9,3;34,32;-9,3;104;Soil.Ux;12,310;IC2_-11,8
IC2_-9,3;34,32;-9,3;111;Soil.Ux;12,740;IC2_-11,8
IC2_-9,3;34,32;-9,3;118;Soil.Ux;14,700;IC2_-11,8
IC2_-9,3;34,32;-9,3;125;Soil.Ux;18,570;IC2_-11,8
IC2_-9,3;34,32;-9,3;132;Soil.Ux;19,150;IC2_-11,8
IC2_-9,3;34,32;-9,3;138;Soil.Ux;19,510;IC2_-11,8
IC2_-9,3;34,32;-9,3;146;Soil.Ux;19,790;IC2_-11,8
IC2_-9,3;34,32;-9,3;153;Soil.Ux;20,010;IC2_-11,8
IC2_-9,3;34,32;-9,3;160;Soil.Ux;19,880;IC2_-11,8
IC2_-9,3;34,32;-9,3;167;Soil.Ux;20,040;IC2_-11,8
IC2_-9,3;34,32;-9,3;174;Soil.Ux;20,200;IC2_-11,8
IC2_-10,3;34,32;-10,3;20;Soil.Ux;1,180;IC2_-11,8
IC2_-10,3;34,32;-10,3;27;Soil.Ux;1,640;IC2_-11,8
IC2_-10,3;34,32;-10,3;34;Soil.Ux;2,370;IC2_-11,8
IC2_-10,3;34,32;-10,3;41;Soil.Ux;3,310;IC2_-11,8
IC2_-10,3;34,32;-10,3;48;Soil.Ux;4,950;IC2_-11,8
IC2_-10,3;34,32;-10,3;55;Soil.Ux;5,740;IC2_-11,8
IC2_-10,3;34,32;-10,3;62;Soil.Ux;6,400;IC2_-11,8
IC2_-10,3;34,32;-10,3;69;Soil.Ux;7,150;IC2_-11,8
IC2_-10,3;34,32;-10,3;76;Soil.Ux;7,330;IC2_-11,8
IC2_-10,3;34,32;-10,3;83;Soil.Ux;7,300;IC2_-11,8
IC2_-10,3;34,32;-10,3;90;Soil.Ux;7,440;IC2_-11,8
IC2_-10,3;34,32;-10,3;97;Soil.Ux;7,700;IC2_-11,8
IC2_-10,3;34,32;-10,3;104;Soil.Ux;8,210;IC2_-11,8
IC2_-10,3;34,32;-10,3;111;Soil.Ux;8,500;IC2_-11,8
IC2_-10,3;34,32;-10,3;118;Soil.Ux;9,870;IC2_-11,8
IC2_-10,3;34,32;-10,3;125;Soil.Ux;12,640;IC2_-11,8
IC2_-10,3;34,32;-10,3;132;Soil.Ux;13,210;IC2_-11,8
IC2_-10,3;34,32;-10,3;138;Soil.Ux;13,460;IC2_-11,8
IC2_-10,3;34,32;-10,3;146;Soil.Ux;13,690;IC2_-11,8
IC2_-10,3;34,32;-10,3;153;Soil.Ux;13,870;IC2_-11,8
IC2_-10,3;34,32;-10,3;160;Soil.Ux;13,820;IC2_-11,8
IC2_-10,3;34,32;-10,3;167;Soil.Ux;13,920;IC2_-11,8
IC2_-10,3;34,32;-10,3;174;Soil.Ux;14,040;IC2_-11,8
IC2_-11,3;34,32;-11,3;20;Soil.Ux;0,230;IC2_-11,8
IC2_-11,3;34,32;-11,3;27;Soil.Ux;0,360;IC2_-11,8
IC2_-11,3;34,32;-11,3;34;Soil.Ux;0,560;IC2_-11,8
IC2_-11,3;34,32;-11,3;41;Soil.Ux;0,850;IC2_-11,8
IC2_-11,3;34,32;-11,3;48;Soil.Ux;1,360;IC2_-11,8
IC2_-11,3;34,32;-11,3;55;Soil.Ux;1,620;IC2_-11,8
IC2_-11,3;34,32;-11,3;62;Soil.Ux;1,870;IC2_-11,8
IC2_-11,3;34,32;-11,3;69;Soil.Ux;2,180;IC2_-11,8
IC2_-11,3;34,32;-11,3;76;Soil.Ux;2,280;IC2_-11,8
IC2_-11,3;34,32;-11,3;83;Soil.Ux;2,310;IC2_-11,8
IC2_-11,3;34,32;-11,3;90;Soil.Ux;2,360;IC2_-11,8
IC2_-11,3;34,32;-11,3;97;Soil.Ux;2,450;IC2_-11,8
IC2_-11,3;34,32;-11,3;104;Soil.Ux;2,620;IC2_-11,8
IC2_-11,3;34,32;-11,3;111;Soil.Ux;2,730;IC2_-11,8
IC2_-11,3;34,32;-11,3;118;Soil.Ux;3,260;IC2_-11,8
IC2_-11,3;34,32;-11,3;125;Soil.Ux;4,480;IC2_-11,8
IC2_-11,3;34,32;-11,3;132;Soil.Ux;4,870;IC2_-11,8
IC2_-11,3;34,32;-11,3;138;Soil.Ux;5,050;IC2_-11,8
IC2_-11,3;34,32;-11,3;146;Soil.Ux;5,190;IC2_-11,8
IC2_-11,3;34,32;-11,3;153;Soil.Ux;5,270;IC2_-11,8
IC2_-11,3;34,32;-11,3;160;Soil.Ux;5,280;IC2_-11,8
IC2_-11,3;34,32;-11,3;167;Soil.Ux;5,370;IC2_-11,8
IC2_-11,3;34,32;-11,3;174;Soil.Ux;5,420;IC2_-11,8
IC1_-6,3;39,13;-6,3;20;Soil.Ux;2,230;IC1_-11,8
IC1_-6,3;39,13;-6,3;27;Soil.Ux;3,000;IC1_-11,8
IC1_-6,3;39,13;-6,3;34;Soil.Ux;4,390;IC1_-11,8
IC1_-6,3;39,13;-6,3;41;Soil.Ux;5,640;IC1_-11,8
IC1_-6,3;39,13;-6,3;48;Soil.Ux;7,180;IC1_-11,8
IC1_-6,3;39,13;-6,3;55;Soil.Ux;8,490;IC1_-11,8
IC1_-6,3;39,13;-6,3;62;Soil.Ux;9,290;IC1_-11,8
IC1_-6,3;39,13;-6,3;69;Soil.Ux;10,750;IC1_-11,8
IC1_-6,3;39,13;-6,3;76;Soil.Ux;11,430;IC1_-11,8
IC1_-6,3;39,13;-6,3;83;Soil.Ux;11,340;IC1_-11,8
IC1_-6,3;39,13;-6,3;90;Soil.Ux;12,760;IC1_-11,8
IC1_-6,3;39,13;-6,3;97;Soil.Ux;13,500;IC1_-11,8
IC1_-6,3;39,13;-6,3;104;Soil.Ux;13,570;IC1_-11,8
IC1_-6,3;39,13;-6,3;111;Soil.Ux;14,730;IC1_-11,8
IC1_-6,3;39,13;-6,3;118;Soil.Ux;16,960;IC1_-11,8
IC1_-6,3;39,13;-6,3;125;Soil.Ux;21,050;IC1_-11,8
IC1_-6,3;39,13;-6,3;132;Soil.Ux;21,670;IC1_-11,8
IC1_-6,3;39,13;-6,3;138;Soil.Ux;22,580;IC1_-11,8
IC1_-6,3;39,13;-6,3;146;Soil.Ux;23,070;IC1_-11,8
IC1_-6,3;39,13;-6,3;153;Soil.Ux;23,480;IC1_-11,8
IC1_-6,3;39,13;-6,3;160;Soil.Ux;23,350;IC1_-11,8
IC1_-6,3;39,13;-6,3;167;Soil.Ux;23,340;IC1_-11,8
IC1_-6,3;39,13;-6,3;174;Soil.Ux;24,070;IC1_-11,8
IC1_-7,3;39,13;-7,3;20;Soil.Ux;1,530;IC1_-11,8
IC1_-7,3;39,13;-7,3;27;Soil.Ux;1,510;IC1_-11,8
IC1_-7,3;39,13;-7,3;34;Soil.Ux;2,090;IC1_-11,8
IC1_-7,3;39,13;-7,3;41;Soil.Ux;3,100;IC1_-11,8
IC1_-7,3;39,13;-7,3;48;Soil.Ux;5,090;IC1_-11,8
IC1_-7,3;39,13;-7,3;55;Soil.Ux;6,660;IC1_-11,8
IC1_-7,3;39,13;-7,3;62;Soil.Ux;7,260;IC1_-11,8
IC1_-7,3;39,13;-7,3;69;Soil.Ux;8,780;IC1_-11,8
IC1_-7,3;39,13;-7,3;76;Soil.Ux;9,630;IC1_-11,8
IC1_-7,3;39,13;-7,3;83;Soil.Ux;9,280;IC1_-11,8
IC1_-7,3;39,13;-7,3;90;Soil.Ux;10,620;IC1_-11,8
IC1_-7,3;39,13;-7,3;97;Soil.Ux;11,180;IC1_-11,8
IC1_-7,3;39,13;-7,3;104;Soil.Ux;11,290;IC1_-11,8
IC1_-7,3;39,13;-7,3;111;Soil.Ux;12,270;IC1_-11,8
IC1_-7,3;39,13;-7,3;118;Soil.Ux;14,370;IC1_-11,8
IC1_-7,3;39,13;-7,3;125;Soil.Ux;18,200;IC1_-11,8
IC1_-7,3;39,13;-7,3;132;Soil.Ux;18,850;IC1_-11,8
IC1_-7,3;39,13;-7,3;138;Soil.Ux;19,520;IC1_-11,8
IC1_-7,3;39,13;-7,3;146;Soil.Ux;19,920;IC1_-11,8
IC1_-7,3;39,13;-7,3;153;Soil.Ux;20,250;IC1_-11,8
IC1_-7,3;39,13;-7,3;160;Soil.Ux;20,130;IC1_-11,8
IC1_-7,3;39,13;-7,3;167;Soil.Ux;20,200;IC1_-11,8
IC1_-7,3;39,13;-7,3;174;Soil.Ux;20,660;IC1_-11,8
IC1_-8,3;39,13;-8,3;20;Soil.Ux;1,370;IC1_-11,8
IC1_-8,3;39,13;-8,3;27;Soil.Ux;1,450;IC1_-11,8
IC1_-8,3;39,13;-8,3;34;Soil.Ux;2,000;IC1_-11,8
IC1_-8,3;39,13;-8,3;41;Soil.Ux;2,910;IC1_-11,8
IC1_-8,3;39,13;-8,3;48;Soil.Ux;4,640;IC1_-11,8
IC1_-8,3;39,13;-8,3;55;Soil.Ux;5,900;IC1_-11,8
IC1_-8,3;39,13;-8,3;62;Soil.Ux;6,450;IC1_-11,8
IC1_-8,3;39,13;-8,3;69;Soil.Ux;7,470;IC1_-11,8
IC1_-8,3;39,13;-8,3;76;Soil.Ux;8,190;IC1_-11,8
IC1_-8,3;39,13;-8,3;83;Soil.Ux;8,410;IC1_-11,8
IC1_-8,3;39,13;-8,3;90;Soil.Ux;8,800;IC1_-11,8
IC1_-8,3;39,13;-8,3;97;Soil.Ux;9,200;IC1_-11,8
IC1_-8,3;39,13;-8,3;104;Soil.Ux;9,360;IC1_-11,8
IC1_-8,3;39,13;-8,3;111;Soil.Ux;10,240;IC1_-11,8
IC1_-8,3;39,13;-8,3;118;Soil.Ux;12,030;IC1_-11,8
IC1_-8,3;39,13;-8,3;125;Soil.Ux;15,240;IC1_-11,8
IC1_-8,3;39,13;-8,3;132;Soil.Ux;15,750;IC1_-11,8
IC1_-8,3;39,13;-8,3;138;Soil.Ux;16,280;IC1_-11,8
IC1_-8,3;39,13;-8,3;146;Soil.Ux;16,600;IC1_-11,8
IC1_-8,3;39,13;-8,3;153;Soil.Ux;16,930;IC1_-11,8
IC1_-8,3;39,13;-8,3;160;Soil.Ux;16,800;IC1_-11,8
IC1_-8,3;39,13;-8,3;167;Soil.Ux;16,830;IC1_-11,8
IC1_-8,3;39,13;-8,3;174;Soil.Ux;17,190;IC1_-11,8
IC1_-9,3;39,13;-9,3;20;Soil.Ux;0,960;IC1_-11,8
IC1_-9,3;39,13;-9,3;27;Soil.Ux;1,100;IC1_-11,8
IC1_-9,3;39,13;-9,3;34;Soil.Ux;1,600;IC1_-11,8
IC1_-9,3;39,13;-9,3;41;Soil.Ux;2,360;IC1_-11,8
IC1_-9,3;39,13;-9,3;48;Soil.Ux;3,800;IC1_-11,8
IC1_-9,3;39,13;-9,3;55;Soil.Ux;4,770;IC1_-11,8
IC1_-9,3;39,13;-9,3;62;Soil.Ux;5,280;IC1_-11,8
IC1_-9,3;39,13;-9,3;69;Soil.Ux;6,040;IC1_-11,8
IC1_-9,3;39,13;-9,3;76;Soil.Ux;6,590;IC1_-11,8
IC1_-9,3;39,13;-9,3;83;Soil.Ux;6,650;IC1_-11,8
IC1_-9,3;39,13;-9,3;90;Soil.Ux;6,940;IC1_-11,8
IC1_-9,3;39,13;-9,3;97;Soil.Ux;7,140;IC1_-11,8
IC1_-9,3;39,13;-9,3;104;Soil.Ux;7,400;IC1_-11,8
IC1_-9,3;39,13;-9,3;111;Soil.Ux;7,990;IC1_-11,8
IC1_-9,3;39,13;-9,3;118;Soil.Ux;9,470;IC1_-11,8
IC1_-9,3;39,13;-9,3;125;Soil.Ux;12,020;IC1_-11,8
IC1_-9,3;39,13;-9,3;132;Soil.Ux;12,480;IC1_-11,8
IC1_-9,3;39,13;-9,3;138;Soil.Ux;12,890;IC1_-11,8
IC1_-9,3;39,13;-9,3;146;Soil.Ux;13,090;IC1_-11,8
IC1_-9,3;39,13;-9,3;153;Soil.Ux;13,360;IC1_-11,8
IC1_-9,3;39,13;-9,3;160;Soil.Ux;13,290;IC1_-11,8
IC1_-9,3;39,13;-9,3;167;Soil.Ux;13,250;IC1_-11,8
IC1_-9,3;39,13;-9,3;174;Soil.Ux;13,520;IC1_-11,8
IC1_-10,3;39,13;-10,3;20;Soil.Ux;0,610;IC1_-11,8
IC1_-10,3;39,13;-10,3;27;Soil.Ux;0,730;IC1_-11,8
IC1_-10,3;39,13;-10,3;34;Soil.Ux;1,060;IC1_-11,8
IC1_-10,3;39,13;-10,3;41;Soil.Ux;1,580;IC1_-11,8
IC1_-10,3;39,13;-10,3;48;Soil.Ux;2,480;IC1_-11,8
IC1_-10,3;39,13;-10,3;55;Soil.Ux;3,070;IC1_-11,8
IC1_-10,3;39,13;-10,3;62;Soil.Ux;3,350;IC1_-11,8
IC1_-10,3;39,13;-10,3;69;Soil.Ux;3,810;IC1_-11,8
IC1_-10,3;39,13;-10,3;76;Soil.Ux;4,210;IC1_-11,8
IC1_-10,3;39,13;-10,3;83;Soil.Ux;4,190;IC1_-11,8
IC1_-10,3;39,13;-10,3;90;Soil.Ux;4,380;IC1_-11,8
IC1_-10,3;39,13;-10,3;97;Soil.Ux;4,490;IC1_-11,8
IC1_-10,3;39,13;-10,3;104;Soil.Ux;4,620;IC1_-11,8
IC1_-10,3;39,13;-10,3;111;Soil.Ux;5,010;IC1_-11,8
IC1_-10,3;39,13;-10,3;118;Soil.Ux;5,940;IC1_-11,8
IC1_-10,3;39,13;-10,3;125;Soil.Ux;7,680;IC1_-11,8
IC1_-10,3;39,13;-10,3;132;Soil.Ux;8,030;IC1_-11,8
IC1_-10,3;39,13;-10,3;138;Soil.Ux;8,290;IC1_-11,8
IC1_-10,3;39,13;-10,3;146;Soil.Ux;8,460;IC1_-11,8
IC1_-10,3;39,13;-10,3;153;Soil.Ux;8,640;IC1_-11,8
IC1_-10,3;39,13;-10,3;160;Soil.Ux;8,590;IC1_-11,8
IC1_-10,3;39,13;-10,3;167;Soil.Ux;8,570;IC1_-11,8
IC1_-10,3;39,13;-10,3;174;Soil.Ux;8,700;IC1_-11,8
IC1_-11,3;39,13;-11,3;20;Soil.Ux;0,100;IC1_-11,8
IC1_-11,3;39,13;-11,3;27;Soil.Ux;0,130;IC1_-11,8
IC1_-11,3;39,13;-11,3;34;Soil.Ux;0,230;IC1_-11,8
IC1_-11,3;39,13;-11,3;41;Soil.Ux;0,360;IC1_-11,8
IC1_-11,3;39,13;-11,3;48;Soil.Ux;0,590;IC1_-11,8
IC1_-11,3;39,13;-11,3;55;Soil.Ux;0,750;IC1_-11,8
IC1_-11,3;39,13;-11,3;62;Soil.Ux;0,820;IC1_-11,8
IC1_-11,3;39,13;-11,3;69;Soil.Ux;0,950;IC1_-11,8
IC1_-11,3;39,13;-11,3;76;Soil.Ux;1,040;IC1_-11,8
IC1_-11,3;39,13;-11,3;83;Soil.Ux;1,070;IC1_-11,8
IC1_-11,3;39,13;-11,3;90;Soil.Ux;1,140;IC1_-11,8
IC1_-11,3;39,13;-11,3;97;Soil.Ux;1,170;IC1_-11,8
IC1_-11,3;39,13;-11,3;104;Soil.Ux;1,190;IC1_-11,8
IC1_-11,3;39,13;-11,3;111;Soil.Ux;1,310;IC1_-11,8
IC1_-11,3;39,13;-11,3;118;Soil.Ux;1,560;IC1_-11,8
IC1_-11,3;39,13;-11,3;125;Soil.Ux;2,130;IC1_-11,8
IC1_-11,3;39,13;-11,3;132;Soil.Ux;2,310;IC1_-11,8
IC1_-11,3;39,13;-11,3;138;Soil.Ux;2,420;IC1_-11,8
IC1_-11,3;39,13;-11,3;146;Soil.Ux;2,480;IC1_-11,8
IC1_-11,3;39,13;-11,3;153;Soil.Ux;2,550;IC1_-11,8
IC1_-11,3;39,13;-11,3;160;Soil.Ux;2,540;IC1_-11,8
IC1_-11,3;39,13;-11,3;167;Soil.Ux;2,560;IC1_-11,8
IC1_-11,3;39,13;-11,3;174;Soil.Ux;2,580;IC1_-11,8
